Spectrum Efficiency,Interference,Energy Consumption
1.028173180072548,1.0324795078959907,1.0021966423157622
0.5871851532861521,0.5706280141236728,0.5578455854363833
0.055895568846115545,0.04722704056364343,0.034174673486471865
0.5741442142717471,0.5991922431511845,0.600414421073368
0.13442272318867257,0.08887473544629952,0.12641612346352146
0.29868689072377125,0.30332901110566357,0.3123323401788672
0.8974903597880833,0.9147051043218015,0.8677867369570191
0.457981994298771,0.4772685311021109,0.4668115564502974
0.6495117744587854,0.6107738872513853,0.6482585339644238
0.8617727181090524,0.8349543200571523,0.8585645170218407
0.18179538266650755,0.2102750261420224,0.1861958676624593
0.6631608200249486,0.67159276885719,0.6623901162171252
0.863493865979054,0.8378800853844803,0.8333773426341864
0.6486613923677929,0.6739876915239305,0.6488595013604713
0.778145493405141,0.7943865697555894,0.8097854483298738
0.6405161209961213,0.6419475871782032,0.6578483771828784
0.8067762735092137,0.8072185182699432,0.7955543243084385
0.22817238280299523,0.263626490792151,0.2365805750065626
0.42545887095883644,0.39776258082544197,0.4053113311199835
0.9927109895074455,0.9715500959668835,0.9753263594492653
0.39782305096886095,0.4131342707451967,0.3848016213323752
0.8015566214494219,0.7997737472852835,0.80462243102526
0.5004664842308154,0.48216117989822116,0.490394751099789
0.2184496437734423,0.18654087130154098,0.1861927690070957
0.3864716412502258,0.40942654394774436,0.3772119386329243
0.34016082768501216,0.3581770129569644,0.37665574360056026
0.9233993512673425,0.925750006491141,0.9578763269116232
0.6706788347962918,0.6683715083982678,0.6521024075735515
0.2370611033985885,0.2381160302682899,0.24060248220640248
0.8058165732989989,0.8017155277543622,0.8012416447254996
0.7129110107643563,0.712095168808637,0.7197195222472333
0.8152565307958747,0.8146646484948655,0.8234325182371575
1.0318695143421286,1.0125805301996598,1.0106744503256992
0.24318327064313616,0.24479818614353677,0.21723930938193253
0.18629632651451825,0.18873624958273066,0.18238948158737617
0.7864604191338309,0.7875809496811662,0.7753050594882451
1.0137236203958084,1.0062088615582805,1.013964433726634
0.9480302686566797,0.9664868920679522,0.9761312094636035
0.1663081036201485,0.20878833794825769,0.18086857346499574
0.8299572974535212,0.8201408076966887,0.8241753040540033
0.4237567599220084,0.43217032115999987,0.42008610223300524
0.6073210366026864,0.626833079368207,0.615611915389131
0.8536334236504172,0.8590555701387799,0.8333915812930671
1.008556120090064,1.0070367223903565,1.0053084971320252
0.3658677929735245,0.3399280246412421,0.3535432618266985
0.16557904260945705,0.15476829702885295,0.14659659650203707
0.046369000477745476,0.042054172038240974,0.017519273048162743
0.5348347662063201,0.5220793969690322,0.5391120137167406
0.21384673935450033,0.19273794050478982,0.1908116990783867
0.7092207220853055,0.7033277759833636,0.6908268641898505
0.4282965318994457,0.4149586947005571,0.39439257338975636
0.37601373093481755,0.37692952397019736,0.37313337532716906
0.9524946632705653,0.9188224331359514,0.9363361992706006
0.692361656297486,0.6655363599630509,0.6638075984270291
0.9717825070954781,0.9844003729708936,0.9836680270561803
0.0696612261177808,0.09455883750391579,0.07622418226880774
0.8744809379107883,0.8662640333980847,0.8881847799618813
0.4095463400716656,0.4412499892774015,0.4147156506238451
0.8001360913342384,0.7648688176226237,0.7979509413676174
0.9598902117143977,0.9728435678395424,0.9815957993774191
0.48166115609376475,0.4664556457718878,0.47600923114034355
0.7385035365168069,0.7421762630191401,0.7277561770062575
0.6327161313183366,0.6546983959626888,0.6204271236224154
0.06139717555335666,0.07030422219687381,0.08460088148284106
0.9328264260631736,0.9036125175982298,0.9284416468864695
0.255560306161917,0.2609028983196642,0.2815875233033976
0.7247338401771222,0.6990727470379103,0.6951706364962282
0.43542653211728716,0.4812283080863091,0.4689580590401958
0.6847887212507887,0.6876573140976316,0.6995096394416942
0.4013165754673639,0.4117890369603713,0.43855134679117624
0.5788454927787426,0.6043466416502983,0.58962035558196
0.6865714415059334,0.6655484402914944,0.7108085913582749
0.2592873106662507,0.26281804470498593,0.23639432189944914
0.3264182392911265,0.3210674396212507,0.348639278656879
0.29906128533569964,0.27986678125347186,0.28562829222271713
0.21884782486045445,0.18772466548353506,0.21223567318365283
0.38511407531388075,0.3707258853495322,0.3561197338480713
0.0555966614866113,0.025525612885298296,0.03236322545872883
0.7439883539251612,0.7537151022727442,0.7538741371560788
0.25630895974879486,0.2794953792856686,0.28924712879809605
0.022236348010897473,0.008128394357273711,0.010780645970415649
1.0484559679366918,1.0374703488206405,1.0221132531746553
0.2505348496192337,0.2666181254043315,0.27241495515977004
0.16824968201579782,0.17302307278628995,0.1411690370463235
0.519794733694467,0.5233722986248611,0.4860399436223582
0.7864375930152498,0.7483969043837942,0.7876579286890095
0.3794224007366945,0.35140848589144213,0.3482503130007597
0.7293556317060528,0.7243814532377908,0.7314883775720917
0.3395080568795472,0.33590060323264626,0.31775625242898536
0.042529024250326196,0.027773477322894598,0.04241207597793859
0.5976283203064335,0.5664498841921394,0.5953205926453393
0.5026434072413343,0.4778643577007484,0.4935766509250527
0.5910626856011515,0.588952433727113,0.6039313757656629
0.11643971997262186,0.13390445577649338,0.14061229927476845
0.5318979903180684,0.5256189959102546,0.5178482972170301
0.3975721252239724,0.3849016941390484,0.4009691831973801
0.11890039119117193,0.1176386836969347,0.1026530380668332
0.8649910674128186,0.8650468814697025,0.8713941006531191
0.9378154815012878,0.9469375801958765,0.9092246010883139
0.34143209460714335,0.327377663491544,0.3414129058200988
0.6703620787135627,0.7193224471082882,0.7115738303181693
0.2575528778780879,0.2807428115497936,0.2751735025833286
0.8384552404778495,0.8071611647400164,0.8123421099587187
0.643316750786742,0.6577065148565523,0.6498092772672059
0.8688369945218885,0.8696692618413128,0.8548016622495158
0.5195052970129225,0.5517675312667272,0.5601312869958319
0.49790838214917216,0.49011571039001534,0.5028042562098459
0.047935664266729794,0.04003652357976706,0.03744515396603777
0.745030977761812,0.7320930040037442,0.7384171291606575
0.1509649826492025,0.1581608348335692,0.17306306275512337
0.8221990388466468,0.8216019005872509,0.8067248150605167
0.054452173343409085,0.07395734596296372,0.04700693164400818
0.45179587542394245,0.41450205904816206,0.44095077925715676
0.46530551605721837,0.46750649270170086,0.46195562751889296
0.3895884694532985,0.4045345190557228,0.3662568576353028
0.5979514162784402,0.6302516802271522,0.6195369849713831
0.9184191194983893,0.9233878790984612,0.9318322324765722
0.6823729810540862,0.7227409244992506,0.721324225555585
0.3199170855622012,0.35167562233322014,0.3364864852989771
0.3783225371649283,0.3706274780187351,0.3806649797102452
0.28126495073400226,0.29496047674677894,0.25861992459776645
0.7383433760594015,0.7454595609651318,0.7456571030988242
0.10802751360707238,0.1004596440294759,0.10380538091036508
0.8866293788657843,0.9008181775235157,0.9135731312461124
0.24265189795269915,0.19822855696022354,0.21502345286272745
0.09509865334274406,0.08788787412957749,0.08858463803808903
1.0186980892071884,1.0094200851203825,1.0284928225099492
0.2358775525442099,0.22790774259051352,0.23384575499035212
0.20081420016950688,0.1822570041316604,0.22405995840859527
0.13292049260787359,0.1577526061187583,0.1718342856877349
0.21926523121117744,0.22446802552502113,0.2064226941523687
0.662385626992307,0.6678066834848287,0.6978150362498837
0.31205532670429137,0.30997700040146364,0.3004431564085912
0.2342484030130607,0.2419082331787413,0.20561554832274534
0.8800896795633844,0.8624422087175774,0.8808695637505861
0.7888077784316473,0.7734821697205417,0.763787847746615
1.0106626720828296,0.9853931835705265,0.9706383979266257
0.017334931865308507,0.0359115626517503,0.0235033883396011
0.6286570322075051,0.6547762579008616,0.6625366899242
0.4115229972756574,0.4064486128601916,0.3925512498577135
0.33285748835968015,0.34233049210622385,0.37304369933615456
0.08127741302805001,0.08535094069546537,0.11938204786146936
0.8494595811790654,0.837522787831715,0.8634204998812827
0.6305726763826724,0.619385280249431,0.6560887314765953
0.38659085781283764,0.34778394991703543,0.3949861784120904
0.6994772211784601,0.70162644817474,0.7334131994567439
0.002312792572654121,0.00894046595570135,0.03048092552698561
0.18866581513177122,0.1715927967097613,0.20618584027256825
0.15417801049126723,0.17529820366391896,0.14645817662058008
0.6399838841615356,0.671606491580626,0.6529377603113931
0.7342861591861618,0.7219180992070927,0.7210138666827524
0.42169218388777413,0.42976579881382404,0.4163384474571895
0.9194178143355392,0.9054153368850565,0.923935689980712
0.16610400929614308,0.20747906336098768,0.19745326692873588
0.8487090725768276,0.8678530049865093,0.8592593474898879
0.20516847445393432,0.20356772755957947,0.2035821396601475
0.6479635033660455,0.6338247983992908,0.6579531969019559
0.34486961315527087,0.34378011159690336,0.33190724306054653
0.23313564567349374,0.21175030993395644,0.23377388144584116
0.3213478373549846,0.32259472313849125,0.3287102106318654
0.843787233504282,0.8157315727181313,0.8114240215058646
0.573672032162564,0.594151435576265,0.5822728287860732
0.9158856283841194,0.9346068869609019,0.8987288909892661
0.25494788679066427,0.24811888316921407,0.24675867123433226
