Spectrum Efficiency,Interference,Energy Consumption
0.7862496520170702,0.7892266901985228,0.7738550656193661
0.13044372628971107,0.1473833730358274,0.12071725149059892
1.00803857568448,0.9600764565634594,1.0071893623656654
0.7465820413847539,0.7296392093616766,0.7102686260983574
0.2383777140048477,0.27905341724601074,0.2689702821437307
0.40008837233203953,0.37943307154537304,0.39860304594084817
0.49975054136305913,0.5204056212956827,0.5192276003756108
0.037647914852887335,0.05004647986923486,0.04697993626251195
0.4972566260002049,0.4906060543622344,0.49810651783645277
0.6438502394770749,0.6346098390870836,0.6216142545249513
0.747255250721847,0.7288479476528075,0.7650841551637002
0.7804073413567718,0.7381557697690783,0.7607845167081689
0.8543870107055012,0.8653117565866006,0.8725918171103569
0.6806952140566975,0.7009911194599879,0.6952055772665358
1.0199029375274562,1.0047193908384162,1.028176578144078
0.036753565865464154,0.037307108084164875,0.008593650095063233
0.5380515288697918,0.5613111756539105,0.5526185287356986
0.1973138505327146,0.17583113460232472,0.17938978642010872
0.7237902895164199,0.6959268264167119,0.681116061560071
0.6266233848366707,0.6019290937995486,0.612462039405175
0.2046153256439541,0.22911106422208521,0.2275822312413491
0.5517450939376601,0.5931674310167102,0.5590934030551842
0.5774361827475448,0.5305738070567743,0.5498797006099931
0.5983125078125988,0.6092654216695069,0.6242224704678093
0.60363116721873,0.5653696285737305,0.5740768523755941
0.6565207631511742,0.6524565079244357,0.6916300286634169
0.12046851159724893,0.12469264081981193,0.10339600750517419
0.2890971410247783,0.263791874212694,0.2575320544886267
0.9426211129788212,0.9715443137909521,0.9380613011057423
0.2541506837859059,0.27921577763200617,0.27958554332336255
0.27001654051045987,0.23027295379065013,0.2636087673613385
0.679328929793351,0.7139646684547271,0.678487705309424
0.6868921240523757,0.6436222644683223,0.6912543197912387
0.5949757411915244,0.5814428626044343,0.6208488894657956
0.3825497649220106,0.37619601923145907,0.3851576251129549
0.10344247012343044,0.07224752479085647,0.11251353185154238
0.7048233866692424,0.6769218479317672,0.6697000792487178
0.16160373977094164,0.13393638716947023,0.14069390875709126
0.5082435712255025,0.492257463701282,0.5267633580917251
0.23718590889873348,0.19866824223509616,0.19913754557647417
0.2596844200193422,0.3054092954818977,0.2713768348241493
1.0255854520779477,1.0381340141648094,1.025753791913281
0.4609127179436052,0.4652906491008908,0.44620145727876404
0.5928134399636721,0.5995165717429716,0.6141852029296426
0.7290902350320266,0.7149362932635186,0.7268698499127847
0.27708756603620344,0.28508045981494845,0.295445829612931
0.5642202488436342,0.5535630108749555,0.5590630165920929
1.0101660067816853,1.009760084332862,1.019468088187664
0.597976634655407,0.600486059798934,0.6410733996179403
0.7414546555904966,0.7284971107838814,0.7421804252550888
0.4737542554830337,0.4750334927416965,0.48261209498168745
0.20304129134172016,0.22181558748755656,0.20088526576327875
0.5743839903687692,0.6037913466051136,0.6045368331661078
0.9141329780856838,0.9577379048091761,0.9130667761088345
0.37701832347261893,0.3794601556365634,0.34536675198146016
0.7630969267138814,0.762400043562408,0.7732753153979732
0.5435215911925098,0.525506895177773,0.5144889393387644
0.30444526287036294,0.3084455036778324,0.2888530290571758
0.3251466022183954,0.2950861908079117,0.31366197091228926
0.87128537660043,0.85268203021407,0.8833956800459418
0.7114844484291888,0.6846277574401078,0.6900129066202473
0.2871047948910284,0.2981663780097887,0.2629683533513105
0.8415395888954443,0.889245115400211,0.8834446455994949
0.7332504289712014,0.7371199573972644,0.7436307490287999
0.8751410687758435,0.8769360898110853,0.858521780169459
0.9854145064718968,0.9877812872331962,0.9626964276532651
0.48246959920621,0.5087309205242596,0.46745036874654977
0.29314515483585357,0.33472540130602696,0.3011889441967828
0.6567284946998855,0.6270658870735288,0.6176964569979573
0.9800325989721357,1.0025395847751368,0.9696836316549589
0.9746442365405809,0.9743323055718769,0.9619818111868275
0.20632324558579512,0.22416612466723176,0.21788407126523168
0.8350056809318758,0.8673645533278896,0.8448372299378106
0.024239104728129665,0.011997564011854735,0.043769807943149865
0.970172962268964,0.9464885402811561,0.951999951277118
0.8159535812029145,0.8148284750309738,0.8449777067154689
1.0293037433145482,1.020697741572288,1.0326613245780674
0.4749941016429218,0.4716228470709787,0.492935922582051
0.14658424487513172,0.15994095140460138,0.15045328482703263
0.04329937935362186,0.05643967667295979,0.07557126278443299
0.43846683322722146,0.4473473437315141,0.4285482887994645
0.11033868105707793,0.13269116806190812,0.11118264642386913
0.6363103438078586,0.6640551976812901,0.6610337180236201
0.43147611634433664,0.45382476441638203,0.46944703107129604
0.34821754131548127,0.3542684625420777,0.3609132049082224
0.8627945449297051,0.8635186895391058,0.8745739794968156
0.7155584583645714,0.6991419235698647,0.6964579091726295
0.9160144558837687,0.9018457707332329,0.9176315921483177
0.07695364541120489,0.05771647436122564,0.0527487424869561
0.655409163301882,0.6534901185202208,0.6639131691506222
0.38947040106074704,0.40176232031122266,0.35415968596695463
0.9169154768212616,0.9170619112967837,0.8904328582794454
1.0153523576374157,1.010046766863261,1.026822995636769
0.21671636878219988,0.24573830958421802,0.21180211084162082
0.8642576976268744,0.8715038126082821,0.9054998366138434
0.4814223832091838,0.4860405605058121,0.47477894364336404
0.0025392814247580386,0.009990741418095512,0.016585956274336844
1.0291965826965226,1.008637374935595,1.0023224664028032
0.23647884180208215,0.2206531911162913,0.24818153159481768
0.6991844800828867,0.6771862957861795,0.7092759361415473
0.41865784974242765,0.4148857608486683,0.40495379852387065
0.8893676096017267,0.8735643405703035,0.8803802921497588
0.37921919690645983,0.364685002440779,0.3868109895373413
0.460137798125318,0.4613764906338373,0.4584672734647599
0.9977091819834041,0.9821109581434525,0.9649282988173816
0.2540579293752516,0.21458834575736968,0.20841943853989459
0.3654759057924842,0.35225664414165064,0.37598292616239437
0.293181142630675,0.3132131376098767,0.3132756690438063
0.1616903488569728,0.15987251915637354,0.13998482129357342
0.3698215334666685,0.3546589182635881,0.35466178570671975
1.0050763835871608,0.9895436061014614,0.9836548491847475
0.02097657090561211,0.02019066898020765,0.005483969446526427
0.02845904571480312,0.03813785517547982,0.029630506997259637
1.018110852996838,1.0490529397580748,1.0373267354577347
0.24057279481884994,0.2705557292892824,0.26830527800660625
0.09574062123124513,0.07880119356263648,0.09096102554701063
0.5214216140870415,0.5171380493436034,0.5405181512140095
0.6774117084441122,0.6825743416825092,0.7093147626025544
0.36504456318494694,0.3540135020670162,0.3625107498811457
0.842446925825953,0.8483657309090896,0.8455986164557321
0.12263098555820764,0.11949230505766498,0.11593617313938556
0.5634687374510348,0.5616831048466145,0.5923900526216201
0.4739405908442721,0.5161858625049157,0.506606168555957
0.5213666557931518,0.5522662531142226,0.5312398223852598
0.16894079135666057,0.17948771785425305,0.19092175367107683
0.5460711353319087,0.5123764856398361,0.5072776036167901
0.4940556645576381,0.48345257394465524,0.49231566856382164
0.08031951718123398,0.052938371157671256,0.09538066873663555
0.9045922134479766,0.9312557063555249,0.9125659191969493
0.9214059368338545,0.9590423779355028,0.9182848004439984
0.24090514987141737,0.2216988120134921,0.20493698608666058
0.6730761380410412,0.6663271331664326,0.6763243064494505
0.3584612967576671,0.37317355235774935,0.3747015285974754
0.6616476548514431,0.666688182477518,0.642199627211603
0.6091749659831398,0.5892935689082567,0.6192604015623845
0.8140773020691333,0.8612405406806167,0.8263323964995629
0.5121693993244787,0.5387705178592302,0.5246898322752327
0.5412816517585433,0.5340989320484535,0.5413434957722538
0.02493155138731537,0.03727074060875,0.021280238670593445
1.019778809969938,1.009234164196227,1.0012179784524977
0.046351755309897734,0.020776133054759272,0.05195356771161612
1.0126438405932026,1.0098818479915104,1.0395373448110012
0.13568669931148805,0.1507681405250135,0.1641205688304028
0.40217352356222824,0.4256427132608237,0.4178256746786686
0.4892444203747612,0.4951463275763251,0.49859208053932635
0.3142968284719218,0.3086216758903119,0.31502426566656394
0.6850140889988889,0.6942083736124661,0.6787049147862452
0.9501525204972288,0.935303700531999,0.9118663207370821
0.6823067472936067,0.6850557611348468,0.6758650697694537
0.43653700600238526,0.4415433603292326,0.43349800846104136
0.3449765256015781,0.3595135513341879,0.35510018253212633
0.24248426337687198,0.25090087177732096,0.2726769761965965
0.694925129867398,0.6910395819968319,0.6668321084892685
0.1990285538935667,0.20823109831164874,0.214683309516763
0.9580857507800974,0.9643998488892722,0.9627983952697615
0.29193214964770114,0.26336002185882545,0.27112249142318906
0.12752727374497944,0.13601954664124305,0.10943897708941344
0.4575304658074412,0.4712913598858492,0.43508183388709093
0.16273483788999216,0.15232827451650788,0.1846504378866993
0.26021428079524184,0.23014675598580628,0.24870951878682326
0.1544366538642775,0.15967475572895878,0.14287361916113187
0.18960521466793911,0.2048910622632962,0.2009758283773244
0.5855854586324981,0.5763701485865028,0.5820139234957425
0.4405832153117179,0.4212631353320937,0.4135128102292726
0.02589002788517841,0.01850454447769277,0.038201633686134384
0.9587935557694539,0.9477994160586516,0.964192858920649
0.8777258147327537,0.8659361172640664,0.8720961190532482
0.8845450808631646,0.8770634715131532,0.8442937366179579
0.20073788530636638,0.20457098417395844,0.21644854230062494
0.813449458650548,0.8001262467933731,0.802255301125939
0.18158675075265018,0.17923852163771384,0.18968103485300872
0.1442036052674806,0.1310301832618369,0.10605334414031822
0.048695922033579024,0.025013798987146126,0.025960299373133006
0.9678763404083724,0.9926670310167659,0.9596260933039059
0.588579585567143,0.5736231193410442,0.5643810520899928
0.14960967302084768,0.14977446319589463,0.11996705555741195
0.9036661089634842,0.9334587309415153,0.9216337991390334
0.06685385511899185,0.038198920872749925,0.028679804097237797
0.17512895708682263,0.16060314872535345,0.19600598416997017
0.6356555993382315,0.6418797763059567,0.6734517852926627
0.654757076330758,0.6393150161154061,0.6575171733988128
0.4312878024893529,0.432504825912456,0.45915013201507754
0.9325777990455307,0.9155769911981849,0.918377006361773
0.14907804499213606,0.12256894525337332,0.12048902496587885
0.8633393239572582,0.8939277488152779,0.9013381074379986
0.20430589772458166,0.20847620853561563,0.19778856817658522
0.6528657196546699,0.6404549620007727,0.6145404937636086
0.33513196434743153,0.33216164823839833,0.3393582333440588
0.2521146805698196,0.24595973480569783,0.25211209733971857
0.3019600501862669,0.30607138664468747,0.2870355409899029
0.7599370458590538,0.7379139495333328,0.7718829200341502
0.6368176983952178,0.6143273413467684,0.6001804230854548
0.6730030181459756,0.6926402532764799,0.6818915498195683
0.2993299633099137,0.3057930302589594,0.3117273354162561
1.0115246490099132,1.0438310446078358,1.0113718500828761
0.025875564317275685,0.0041394071692164745,0.02459462644975853
0.8500499689864629,0.8659399582587591,0.8920733933094648
0.5873324277941967,0.5917810702058264,0.6106974200329761
0.24710856361940636,0.25490240248445756,0.22820414601741354
0.3822326266195062,0.4157354279222625,0.3822492406823649
0.5661855228666961,0.535032930498841,0.5384652192180832
0.048314942254233884,0.029860171528700193,0.01946081368374605
0.5065633615985572,0.5070865787166948,0.5010161583046462
0.5792533476566665,0.5900059144988624,0.6100048402543184
0.7582440484533962,0.7277877827199741,0.7541509033627747
0.7001248579641587,0.7192431282748254,0.7060875375438036
0.8544768837334762,0.8655621384992555,0.842689199033917
0.7041049897412426,0.7008944072814768,0.710465930209328
0.9861768710639401,0.9419784470076864,0.9608422179153514
0.15863075130543983,0.2026357655367327,0.16764127266276427
0.5760854454233755,0.5980032338296741,0.5818260051758165
0.1467215647108616,0.133935708621662,0.1161060434150525
0.5961044981411414,0.5807763969634475,0.5910987309890477
0.487241287847542,0.5150156564832525,0.5297075477381253
0.3332602265017878,0.34318040127436844,0.3538845241439725
0.5777519655064428,0.588539256960277,0.5614015292631379
