Step,Entropy
117,3.648538589477539
118,3.673027992248535
119,3.695246458053589
120,3.701967716217041
121,3.832462787628174
122,3.6768999099731445
123,3.6384270191192627
124,3.7553958892822266
125,3.645601749420166
126,3.6003007888793945
127,3.721381664276123
128,3.6543076038360596
129,3.6459898948669434
130,3.6534171104431152
131,3.7559685707092285
132,3.695615530014038
133,3.6747004985809326
134,3.6953070163726807
135,3.6196374893188477
136,3.5986618995666504
137,3.5561952590942383
138,3.657423973083496
139,3.600594997406006
140,3.5462558269500732
141,3.634338140487671
142,3.61476731300354
143,3.6080541610717773
144,3.6426849365234375
145,3.7018275260925293
146,3.540961742401123
147,3.633680820465088
148,3.5364842414855957
149,3.497727870941162
150,3.4966554641723633
151,3.682837963104248
152,3.5762462615966797
153,3.5009398460388184
154,3.5685930252075195
155,3.5603668689727783
156,3.5638985633850098
157,3.5417256355285645
158,3.523125648498535
159,3.6071293354034424
160,3.490811347961426
161,3.5248680114746094
162,3.5910372734069824
163,3.596811294555664
164,3.556739091873169
165,3.5914368629455566
166,3.6850199699401855
167,3.6357741355895996
168,3.5410447120666504
169,3.6377763748168945
170,3.5315511226654053
171,3.6261558532714844
172,3.5714118480682373
173,3.6947555541992188
174,3.71451997756958
175,3.62123441696167
176,3.6983206272125244
177,3.6874067783355713
178,3.6075923442840576
179,3.690669298171997
180,3.682586669921875
181,3.6540331840515137
182,3.6677680015563965
183,3.6790952682495117
184,3.663076400756836
185,3.568204641342163
186,3.5918126106262207
187,3.7678518295288086
188,3.60368275642395
189,3.7065420150756836
190,3.6641342639923096
191,3.728428363800049
192,3.605220079421997
193,3.6004443168640137
194,3.710071325302124
195,3.6029210090637207
196,3.6498498916625977
197,3.7979395389556885
198,3.716416358947754
199,3.715346336364746
200,3.640530824661255
201,3.675978660583496
202,3.5950684547424316
203,3.7655014991760254
204,3.600769519805908
205,3.608783721923828
206,3.6464250087738037
207,3.603893280029297
208,3.650230646133423
209,3.7631919384002686
210,3.700763702392578
211,3.7148005962371826
212,3.7358365058898926
213,3.689253807067871
214,3.728166341781616
215,3.6443073749542236
216,3.6551308631896973
217,3.6315290927886963
218,3.6931514739990234
219,3.597641944885254
220,3.6987805366516113
221,3.6027603149414062
222,3.7487401962280273
223,3.6971216201782227
224,3.7401318550109863
225,3.7063045501708984
226,3.6189684867858887
227,3.615323066711426
228,3.62327241897583
229,3.6833982467651367
230,3.574692726135254
231,3.584745407104492
232,3.6245956420898438
233,3.627075433731079
234,3.480184555053711
235,3.554114818572998
236,3.5402493476867676
237,3.633788824081421
238,3.5769784450531006
239,3.6214795112609863
240,3.678912878036499
241,3.6234312057495117
242,3.5912671089172363
243,3.66107177734375
244,3.5695388317108154
245,3.586073875427246
246,3.5859272480010986
247,3.5703320503234863
248,3.6256752014160156
249,3.6602132320404053
250,3.606441020965576
251,3.6034750938415527
252,3.67476224899292
253,3.6138057708740234
254,3.656558036804199
255,3.524980306625366
256,3.5197620391845703
257,3.517259120941162
258,3.621487617492676
259,3.62471604347229
260,3.652683734893799
261,3.652853488922119
262,3.572939872741699
263,3.5511794090270996
264,3.596421241760254
265,3.4819576740264893
266,3.4343183040618896
267,3.4877805709838867
268,3.6778311729431152
269,3.601673126220703
270,3.7057411670684814
271,3.756338596343994
272,3.6597070693969727
273,3.714012384414673
274,3.6306145191192627
275,3.7281343936920166
276,3.580045700073242
277,3.5853309631347656
278,3.6025729179382324
279,3.5483384132385254
280,3.5590105056762695
281,3.712132215499878
282,3.69350004196167
283,3.6608963012695312
284,3.593238115310669
285,3.605355739593506
286,3.5997273921966553
287,3.5689473152160645
288,3.517807960510254
289,3.524876356124878
290,3.536301612854004
291,3.570718765258789
292,3.721590518951416
293,3.725710868835449
294,3.636826515197754
295,3.581847667694092
296,3.5475738048553467
297,3.651843547821045
298,3.5395166873931885
299,3.698439121246338
300,3.543921947479248
301,3.6782386302948
302,3.6841330528259277
303,3.6203346252441406
304,3.5556912422180176
305,3.614819049835205
306,3.5676815509796143
307,3.6106226444244385
308,3.543008804321289
309,3.5513734817504883
310,3.5582029819488525
311,3.7100844383239746
312,3.674285888671875
313,3.594654083251953
314,3.6572344303131104
315,3.490013360977173
316,3.5305047035217285
317,3.6137776374816895
318,3.6085095405578613
319,3.631525754928589
320,3.693021535873413
321,3.62410306930542
322,3.599142551422119
323,3.541097640991211
324,3.553901195526123
325,3.5766611099243164
326,3.512321949005127
327,3.5696167945861816
328,3.6080501079559326
329,3.53289794921875
330,3.518073081970215
331,3.4548981189727783
332,3.66113543510437
333,3.6755151748657227
334,3.6085307598114014
335,3.5528359413146973
336,3.630101203918457
337,3.588827133178711
338,3.4658255577087402
339,3.610280752182007
340,3.57138729095459
341,3.6055517196655273
342,3.6137495040893555
343,3.538187026977539
344,3.5759167671203613
345,3.681406021118164
346,3.575536012649536
347,3.485060691833496
348,3.4462928771972656
349,3.665348768234253
350,3.578526020050049
351,3.565511465072632
352,3.499030590057373
353,3.5080161094665527
354,3.5542538166046143
355,3.5122439861297607
356,3.54469633102417
357,3.605020523071289
358,3.5755510330200195
359,3.586453437805176
360,3.7081332206726074
361,3.639279842376709
362,3.4104866981506348
363,3.6338303089141846
364,3.520571231842041
365,3.643441677093506
366,3.608394145965576
367,3.6574060916900635
368,3.4783682823181152
369,3.5288357734680176
370,3.500235080718994
371,3.522266149520874
372,3.558081865310669
373,3.6113169193267822
374,3.518326997756958
375,3.491387367248535
376,3.633108139038086
377,3.530449151992798
378,3.636176109313965
379,3.5783777236938477
380,3.455437660217285
381,3.514122486114502
382,3.5666050910949707
383,3.712738037109375
384,3.5983948707580566
385,3.611872673034668
386,3.502753734588623
387,3.672834634780884
388,3.695078134536743
389,3.5337882041931152
390,3.5235650539398193
