Seed,PPO Reward,NSGA2+PPO Reward,PPO Fairness,NSGA2+PPO Fairness
42,1562.8491114252106,601.1957515899192,0.9999999999999998,1.0
123,1134.1232189850887,1184.7671510314094,0.9999999999999997,1.0
999,1029.9532364318304,658.6121197178295,0.9999999999999998,1.0000000000000002
