Step,Entropy
334,3.7417023181915283
335,3.6753928661346436
336,3.7140111923217773
337,3.852646589279175
338,3.741863250732422
339,3.780709743499756
340,3.747753381729126
341,3.7775535583496094
342,3.8532097339630127
343,3.7677721977233887
344,3.724782705307007
345,3.684034824371338
346,3.6685056686401367
347,3.7077107429504395
348,3.8692917823791504
349,3.7807323932647705
350,3.778393268585205
351,3.685393810272217
352,3.8206257820129395
353,3.670863628387451
354,3.780120372772217
355,3.7074437141418457
356,3.7901318073272705
357,3.9078421592712402
358,3.892146348953247
359,3.842423915863037
360,3.744307518005371
361,3.7193400859832764
362,3.771780014038086
363,3.7276744842529297
364,3.8053886890411377
365,3.870001792907715
366,3.7066445350646973
367,3.6834018230438232
368,3.6929678916931152
369,3.740924835205078
370,3.7876110076904297
371,3.7771263122558594
372,3.7550456523895264
373,3.710801362991333
374,3.7810492515563965
375,3.7732372283935547
376,3.822610378265381
377,3.9170756340026855
378,3.715897560119629
379,3.7556169033050537
380,3.8076517581939697
381,3.8711838722229004
382,3.8919103145599365
383,3.824164628982544
384,3.7835030555725098
385,3.7778708934783936
386,3.801769495010376
387,3.770005941390991
388,3.751100540161133
389,3.7750051021575928
390,3.787916421890259
