PPO Alone,NSGA-II + PPO
1997.954345703125,2226.7646484375
1771.531982421875,2119.470947265625
1950.6544189453125,1980.884765625
2416.497802734375,2402.496826171875
1835.900146484375,2166.2421875
1889.511962890625,2272.76513671875
1618.35791015625,1960.0048828125
1492.3974609375,2497.884765625
1847.324462890625,2333.185791015625
1518.4677734375,2291.6630859375
1785.774169921875,2255.3994140625
1928.4552001953125,2233.176513671875
1467.7481689453125,2293.89990234375
1878.352783203125,2353.542724609375
1785.537109375,2492.273193359375
1921.7210693359375,2188.066650390625
1876.981689453125,2287.702880859375
2178.244384765625,2260.87109375
2090.812744140625,2397.547607421875
1833.033447265625,2101.661376953125
2071.940185546875,2116.471923828125
1978.4703369140625,2262.8466796875
1900.8209228515625,2271.220947265625
1688.798583984375,2271.365234375
1858.768310546875,2396.403564453125
1948.871337890625,2358.987548828125
1637.396728515625,2114.645751953125
2085.544189453125,2465.677734375
1927.849609375,1961.2415771484375
2034.8642578125,2357.90771484375
1542.85009765625,2472.135498046875
1809.19873046875,2113.84521484375
1738.6661376953125,2094.244873046875
1836.7938232421875,2029.6434326171875
1772.3790283203125,2651.635986328125
1894.94091796875,2270.602294921875
1449.655029296875,2113.35888671875
1865.695068359375,2167.167724609375
2056.82666015625,2629.460205078125
1853.0078125,2178.4091796875
1992.9412841796875,2295.574951171875
2031.5894775390625,2328.63623046875
1873.7489013671875,2379.810302734375
1969.2257080078125,2361.609619140625
1988.2205810546875,2214.558837890625
1978.019775390625,2259.868408203125
2327.742431640625,2345.479248046875
1796.893798828125,2374.749755859375
2006.113525390625,2280.801025390625
1921.05419921875,2276.8037109375
1752.8974609375,2704.2939453125
2046.0706787109375,2329.09521484375
2443.92919921875,2036.2027587890625
2079.059814453125,2304.6162109375
1911.7843017578125,2194.948486328125
1949.09033203125,2559.106201171875
1959.298583984375,2492.551513671875
2005.2430419921875,2310.3740234375
1921.39990234375,2435.357666015625
2177.28271484375,2433.517822265625
2545.580322265625,2354.023681640625
2119.419189453125,2675.613037109375
2289.119384765625,2485.95068359375
1929.2335205078125,2422.730712890625
1988.8404541015625,2493.72705078125
2494.300048828125,2617.947998046875
1987.451416015625,2118.551513671875
2060.872314453125,2216.720947265625
2342.6669921875,2230.7060546875
2076.61181640625,2309.655029296875
1811.905029296875,2082.07666015625
2189.6376953125,2092.29931640625
2027.9384765625,2202.9853515625
2117.95751953125,2438.219970703125
2139.572265625,2431.084716796875
2293.65869140625,2373.135986328125
2700.00439453125,2361.727783203125
1991.7177734375,2219.71533203125
1961.5635986328125,2147.791259765625
2144.19873046875,2012.3367919921875
2121.34130859375,2294.899169921875
1836.6385498046875,2320.591552734375
2062.569580078125,2487.093505859375
1901.9049072265625,2331.717041015625
2079.388427734375,2462.974853515625
1927.62841796875,2399.06103515625
2039.9385986328125,2561.130615234375
2149.21875,2302.11181640625
2054.915771484375,2653.138671875
1870.3714599609375,2258.997314453125
2250.364501953125,2193.420654296875
2143.194580078125,2355.284912109375
1721.12451171875,2640.76806640625
2304.32666015625,2796.18896484375
2304.08056640625,2331.739501953125
1840.5152587890625,2285.09814453125
2281.4404296875,2580.151611328125
2144.27490234375,2381.43115234375
2567.163330078125,2482.79833984375
2312.236083984375,2147.857421875
2313.367431640625,2057.453857421875
2032.9361572265625,2025.6217041015625
2135.02978515625,2040.5242919921875
2149.37939453125,2332.07080078125
2000.882080078125,2227.834228515625
2024.776123046875,2443.421875
2037.628173828125,2641.38916015625
2372.02099609375,2248.68701171875
2418.080078125,2516.52978515625
2195.878662109375,2274.481689453125
2302.951171875,2294.30810546875
2208.41357421875,2319.4033203125
2277.19189453125,2590.400146484375
2162.7275390625,2478.526123046875
2464.072265625,2578.209716796875
2126.162353515625,2564.213623046875
2354.891357421875,2408.414794921875
2324.421142578125,2534.551513671875
1851.2677001953125,2417.142333984375
2208.630126953125,1865.3629150390625
2120.02978515625,2393.234619140625
2513.972900390625,2379.302734375
2418.799072265625,2289.1943359375
2479.7197265625,2500.822509765625
2294.98486328125,2583.302978515625
2246.509033203125,2409.314697265625
2489.78857421875,2521.15185546875
2112.62744140625,2238.5654296875
2265.956298828125,2076.987060546875
2375.817626953125,2621.46875
2157.4443359375,2514.90234375
2438.5693359375,2283.41552734375
1980.7608642578125,2503.764404296875
1851.2734375,2522.228271484375
2157.14453125,2528.452880859375
2247.87109375,2384.97900390625
2284.808837890625,2760.207275390625
2491.91748046875,2384.91845703125
2357.3935546875,2328.511962890625
2120.550537109375,2655.21337890625
2182.950439453125,2065.836181640625
2342.2822265625,2238.06103515625
2379.1142578125,2221.076416015625
2338.9990234375,2564.177001953125
2181.336669921875,2342.71044921875
1972.6630859375,1902.009521484375
2329.514892578125,2504.597412109375
2276.31201171875,2188.669921875
2092.533935546875,2580.883544921875
2004.1259765625,2522.208740234375
1927.08056640625,2398.76220703125
2285.619140625,2354.758544921875
2522.84033203125,2457.577880859375
2559.63720703125,2186.713134765625
2413.920654296875,2422.533935546875
2587.95361328125,2699.2646484375
2361.3779296875,2688.075439453125
2108.44775390625,2571.83349609375
2226.723388671875,2224.17724609375
2436.62158203125,2088.433837890625
2272.402587890625,2542.284423828125
2426.8671875,2611.81689453125
2065.350830078125,2402.92724609375
2325.1787109375,2285.662353515625
2190.516845703125,2506.6728515625
2222.073486328125,2374.27685546875
2169.638427734375,2442.0537109375
2059.830322265625,2426.078369140625
2380.409912109375,2137.3125
2430.812744140625,2151.26953125
2374.301513671875,2589.038818359375
2357.00146484375,2414.109130859375
2059.819091796875,2465.017822265625
2303.489990234375,2547.14990234375
2254.616943359375,2254.77294921875
2595.921142578125,2184.33740234375
2343.22216796875,2495.572998046875
2667.730712890625,2616.26611328125
2441.092041015625,2568.996337890625
2534.29345703125,2440.6015625
2214.323974609375,2212.3125
2188.120361328125,2712.043701171875
2357.52587890625,2515.8955078125
2218.1162109375,2489.658203125
2524.041748046875,2319.5849609375
2173.121826171875,2300.68994140625
2364.331787109375,2314.70751953125
2538.85205078125,2421.676513671875
2446.1396484375,2608.662109375
2258.681640625,2735.0947265625
2446.956298828125,2395.634765625
2474.07373046875,2355.20458984375
2528.574951171875,2372.824951171875
2446.345703125,2572.927490234375
2480.66259765625,2272.187744140625
2379.164794921875,2298.3818359375
2508.51025390625,2124.567138671875
2684.89892578125,2355.690185546875
2271.660888671875,2364.415771484375
